İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Federico Dimarco,284361,Serie A 25/26,Serie A,Inter,7.4620689655172,29,6,29,8,14,9.0575691,1020,1235,82.591093117409,342,678,433,83,6,46.153846153846,46,28,3,0,0,86,32.950191570881,59,18,71,51.079136690647,2,15.384615384615,2322,10.169491525424,0,0,0,0,5,0,34,38.202247191011,23,0,0,10,438,20,132,72,1886,19,37,2,0,16,4,18,0,0,10,0,0,0,0,0,0,25,0.0,83,13,261,89,19,31,67.391304347826,0,403,832,8,4.3526,110,4,29,0.0
Federico Dimarco,284361,Serie A 24/25,Serie A,Inter,7.2424242424242,33,4,17,3,7,5.09016805,838,997,84.052156469408,340,554,261,49,4,40.0,25,14,3,0,0,56,29.473684210526,56,22,40,47.619047619048,7,35.0,2229,7.1428571428571,0,0,0,0,8,1,35,49.295774647887,24,2,0,10,337,11,77,39,1516,11,19,1,0,9,8,18,1,0,2,0,0,0,0,0,0,29,12.5,48,10,190,71,18,14,56.0,0,378,809,5,3.3419,76,0,33,0.0
Federico Dimarco,284361,Serie A 23/24,Serie A,Inter,7.3466666666667,30,5,14,2,6,7.4588742,855,1003,85.244267198405,388,523,277,62,6,33.333333333333,42,9,0,0,0,56,28.571428571429,51,19,69,58.474576271186,6,40.0,2105,9.8039215686275,0,0,0,0,3,0,48,57.831325301205,24,1,0,7,349,12,86,53,1589,21,12,0,0,18,5,11,1,0,1,0,0,0,0,0,0,29,0.0,61,18,196,83,17,25,59.52380952381,0,439,760,4,2.899,99,0,30,0.0
Federico Dimarco,284361,UEFA Champions League 25/26,UEFA Champions League,Inter,7.2666666666667,9,1,6,1,0,2.2065737,312,389,80.205655526992,135,177,106,20,1,50.0,19,9,1,0,0,22,28.947368421053,25,10,25,60.975609756098,2,50.0,714,4.0,0,0,0,0,4,1,16,44.444444444444,19,0,0,3,147,3,36,19,608,5,5,0,0,7,1,5,0,0,2,0,0,0,0,0,0,8,25.0,20,2,76,36,7,15,78.947368421053,0,155,234,0,1.6882,33,1,9,0.0
Federico Dimarco,284361,UEFA Champions League 24/25,UEFA Champions League,Inter,7.09,10,0,4,1,1,2.47312541,245,304,80.592105263158,117,141,77,18,1,50.0,12,7,1,0,0,13,46.428571428571,11,2,19,45.238095238095,0,0.0,570,0.0,0,0,0,0,1,0,9,42.857142857143,13,0,0,4,84,3,31,16,431,6,7,0,0,11,3,2,2,0,2,0,0,0,0,0,0,7,0.0,16,2,28,21,7,9,75.0,0,141,191,1,0.8441,30,0,10,0.0
Federico Dimarco,284361,UEFA Champions League 23/24,UEFA Champions League,Inter,6.9428571428571,7,1,1,0,0,0.47767837,138,173,79.768786127168,78,69,33,4,1,25.0,0,3,0,0,0,9,32.142857142857,6,3,6,37.5,1,25.0,372,16.666666666667,0,0,0,0,1,0,13,76.470588235294,3,0,0,0,63,2,19,13,257,5,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,4,0.0,4,4,28,17,1,0,0.0,0,89,112,0,0.468,24,0,7,0.0
Denzel Dumfries,759520,Serie A 25/26,Serie A,Inter,6.5266666666667,15,1,1,4,0,0.80461265,225,287,78.397212543554,89,136,85,12,5,33.333333333333,13,6,2,0,0,5,19.230769230769,14,3,27,48.214285714286,22,51.162790697674,1020,7.1428571428571,0,0,0,1,0,0,1,10.0,14,1,0,4,135,6,10,0,504,9,15,1,0,6,2,6,0,0,2,0,0,0,0,0,0,12,0.0,12,15,26,10,11,9,69.230769230769,0,101,186,0,2.217,27,0,15,0.0
Denzel Dumfries,759520,Serie A 24/25,Serie A,Inter,7.0344827586207,29,7,6,5,2,2.76752062,480,626,76.67731629393,182,312,165,21,13,31.707317073171,25,6,4,0,0,14,24.561403508772,36,19,56,35.897435897436,57,72.151898734177,1951,19.444444444444,0,0,2,0,0,0,17,48.571428571429,22,0,1,14,302,12,23,11,1104,18,54,3,0,13,6,9,0,0,5,0,0,0,0,0,0,20,0.0,21,41,57,35,23,18,72.0,0,212,471,4,5.3045,65,0,29,0.0
Denzel Dumfries,759520,Serie A 23/24,Serie A,Inter,6.9161290322581,31,4,6,6,4,3.20383173,496,613,80.913539967374,212,300,157,27,14,53.846153846154,22,12,2,1,1,16,34.042553191489,24,6,54,48.648648648649,36,65.454545454545,1644,16.666666666667,0,0,0,0,0,0,13,43.333333333333,24,1,0,9,238,6,18,9,1018,18,25,1,0,14,5,8,0,0,2,0,0,0,0,0,0,19,0.0,27,26,47,30,13,13,59.090909090909,0,248,412,2,2.2683,58,0,31,0.0
Denzel Dumfries,759520,UEFA Champions League 25/26,UEFA Champions League,Inter,7.02,5,2,1,1,0,0.97167234,102,115,88.695652173913,41,61,38,4,1,20.0,8,2,0,0,0,2,25.0,8,2,14,53.846153846154,5,45.454545454545,342,25.0,0,0,0,0,0,0,1,100.0,7,0,0,3,37,1,3,1,203,5,3,0,0,2,0,2,1,0,1,0,0,0,0,0,0,4,0.0,3,5,8,1,1,4,50.0,0,44,71,0,1.4926,14,0,5,0.0
